"filename", "language", "Properties", "XML", "Python", "C++", "Markdown", "Makefile", "JSON", "CMake", "C", "JavaScript", "GLSL", "reStructuredText", "PostCSS", "HTML", "Shell Script", "CUDA C++", "Batch", "Ini", "PowerShell", "Jinja", "Log", "comment", "blank", "total"
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/extension.py", "Python", 0, 0, -28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -12, -64
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/history.py", "Python", 0, 0, -175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -129, -35, -339
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/logging.py", "Python", 0, 0, -72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -102, -22, -196
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/namespace.py", "Python", 0, 0, -270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -390, -52, -712
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/osm.py", "Python", 0, 0, -400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -386, -70, -856
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/packaging.py", "Python", 0, 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -22, -113
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/pylab.py", "Python", 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -91, -11, -170
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/magics/script.py", "Python", 0, 0, -269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -56, -38, -363
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/oinspect.py", "Python", 0, 0, -665, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -357, -150, -1172
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/page.py", "Python", 0, 0, -196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -109, -44, -349
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/payload.py", "Python", 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -13, -56
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/payloadpage.py", "Python", 0, 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -9, -52
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/prefilter.py", "Python", 0, 0, -348, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -208, -145, -701
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/profileapp.py", "Python", 0, 0, -229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -35, -49, -313
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/profiledir.py", "Python", 0, 0, -119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -79, -28, -226
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/prompts.py", "Python", 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -5, -22
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/pylabtools.py", "Python", 0, 0, -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -162, -58, -426
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/release.py", "Python", 0, 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -11, -55
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/shellapp.py", "Python", 0, 0, -335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -76, -41, -452
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/splitinput.py", "Python", 0, 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, -19, -139
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/bad_all.py", "Python", 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -4, -15
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/daft_extension/daft_extension.py", "Python", 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -3, -13
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/nonascii.py", "Python", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -1, -5
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/nonascii2.py", "Python", 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -1, -5
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/print_argv.py", "Python", 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -4
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/refbug.py", "Python", 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -11, -47
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/simpleerr.py", "Python", 0, 0, -26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -34
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/tclass.py", "Python", 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -8, -35
"/home/babs/PycharmProjects/MusicLibrary/.venv/lib/python3.12/site-packages/IPython/core/tests/test_alias.py", "Python", 0, 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -15, -67
